from,to,fromModule,toModule,FromSub-Model,ToSub-Model,Distance,Type1,Type2
CLIMECONIMP,TEFF,Environment,Economy,Economy: Impact on Economy,Economy: Productivity,2,1,1
climeconimpstk,TEFF,Environment,Economy,Economy: Impact on Economy,Economy: Productivity,2,2,1
tefinfadjm,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,441,2,1
MFPRATE,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,444,1,1
MFPKN,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,444,1,1
GDPSHADOWSHR,TEFF,Economy,Economy,Economy: Informal Economy,Economy: Productivity,458,1,1
gdpshadowon,TEFF,Economy,Economy,Economy: Informal Economy,Economy: Productivity,458,2,1
MFPHC,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,448,1,1
MFPSC,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,448,1,1
MFPPC,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,448,1,1
MFPCORS,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,611,1,1
mfpconv,TEFF,Economy,Economy,Economy: Productivity,Economy: Productivity,468,2,1
GDPPCP,TEFF,Economy,Economy,Economy: GDP,Economy: Productivity,461,1,1
LABINFORMSHR,TEFF,Economy,Economy,Economy: Informal Economy,Economy: Productivity,455,1,1
GDPINFORMSHR,TEFF,Economy,Economy,Economy: Informal Economy,Economy: Productivity,457,1,1
XS,TERMTR,Economy,Economy,Economy: Government Finance,Economy: Trade,29,1,1
PRI,TERMTR,Economy,Economy,Economy: Prices,Economy: Trade,29,1,1
nsdiv,TERMTR,Economy,Economy,Economy: Trade,Economy: Trade,29,2,1
EXRATE,TERMTR,Economy,Economy,Economy: Trade,Economy: Trade,34,1,1
termtrm,TERMTR,Economy,Economy,Economy: Trade,Economy: Trade,34,2,1
GDPPC,TERMTR,Economy,Economy,Economy: GDP,Economy: Trade,1042,1,1
CARANN,TES,Environment,Environment,Environment: Carbon Emissions,Environment: Climate change,0,1,1
GDP,TES,Economy,Environment,Environment: GDP,Environment: Climate change,0,1,1
ifsexomodelid,TFR,Other,Demography,Demography: Other switches,Demography: Births and Fertility,0,2,1
tfrmin,TFR,Demography,Demography,Demography: Births and Fertility,Demography: Births and Fertility,35,2,1
hltfrconv,TFR,Demography,Demography,Demography: Birth and Fertility,Demography: Births and Fertility,0,2,1
hltfragestop,TFR,Demography,Demography,Demography: Birth and Fertility,Demography: Births and Fertility,13,2,1
I,TFR,Economy,Demography,Demography: Investment,Demography: Births and Fertility,357,1,1
DEATHS,TFR,Demography,Demography,Demography: Mortality,Demography: Births and Fertility,357,1,1
POP,TFR,Demography,Demography,Demography: Population,Demography: Births and Fertility,357,1,1
hltfrpeaklevel,TFR,Demography,Demography,Demography: Birth and Fertility,Demography: Births and Fertility,11,2,1
hltfragepeak,TFR,Demography,Demography,Demography: Birth and Fertility,Demography: Births and Fertility,12,2,1
hltfragehalflife,TFR,Demography,Demography,Demography: Birth and Fertility,Demography: Births and Fertility,10,2,1
migrateinm,TFR,Demography,Demography,Demography: Migration,Demography: Births and Fertility,423,2,1
migratebalancesw,TFR,Demography,Demography,Demography: Migration,Demography: Births and Fertility,385,2,1
contiguity,TFR,Interstate,Demography,Demography: Alliances,Demography: Births and Fertility,453,2,1
hltfrageinit,TFR,Demography,Demography,Demography: Birth and Fertility,Demography: Births and Fertility,14,2,1
migrateoutm,TFR,Demography,Demography,Demography: Migration,Demography: Births and Fertility,424,2,1
tfrm,TFR,Demography,Demography,Demography: Births and Fertility,Demography: Births and Fertility,0,2,1
tfrconv,TFR,Demography,Demography,Demography: Births and Fertility,Demography: Births and Fertility,2,2,1
MIGRANTS,TFR,Demography,Demography,Demography: Migration,Demography: Births and Fertility,361,1,1
POP15TO65,TFR,Demography,Demography,Demography: Population,Demography: Births and Fertility,361,1,1
POPFOREIGNIN,TFR,Demography,Demography,Demography: Population,Demography: Births and Fertility,361,1,1
ttfrr,TFR,Demography,Demography,Demography: Births and Fertility,Demography: Births and Fertility,0,2,1
EDYRSAG15,TFR,Education,Demography,Demography: Years of Education,Demography: Births and Fertility,6,1,1
CONTRUSE,TFR,Demography,Demography,Demography: Demography,Demography: Births and Fertility,6,1,1
INFMOR,TFR,Demography,Demography,Demography: Mortality,Demography: Births and Fertility,7,1,1
eltfrcon,TFR,Demography,Demography,Demography: Demography,Demography: Births and Fertility,0,2,1
GDPPCP,TFR,Economy,Demography,Demography: GDP,Demography: Births and Fertility,19,1,1
POWER,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,22,1,1
GOVRISK,THREAT,Sociopolitical,Interstate,Interstate: Risk,Interstate: Threat,20,1,1
WATUSE,THREAT,Water,Interstate,Interstate: Use,Interstate: Threat,19,1,1
watres,THREAT,Water,Interstate,Interstate: Resources,Interstate: Threat,19,2,1
WENP,THREAT,Energy,Interstate,Interstate: Production,Interstate: Threat,16,1,1
RESER,THREAT,Energy,Interstate,Interstate: Reserves,Interstate: Threat,16,1,1
WRESER,THREAT,Energy,Interstate,Interstate: Resources,Interstate: Threat,16,1,1
I,THREAT,Economy,Interstate,Interstate: Investment,Interstate: Threat,34,1,1
DEMOCPOLITY,THREAT,Sociopolitical,Interstate,Interstate: Polity,Interstate: Threat,32,1,1
M,THREAT,Economy,Interstate,Interstate: Trade,Interstate: Threat,29,1,1
X,THREAT,Economy,Interstate,Interstate: Trade,Interstate: Threat,29,1,1
GDP,THREAT,Economy,Interstate,Interstate: GDP,Interstate: Threat,29,1,1
GOVEMBED,THREAT,Sociopolitical,Interstate,Interstate: Governance Effectiveness,Interstate: Threat,31,1,1
wpthrconv,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,0,2,1
terdispute,THREAT,Interstate,Interstate,Interstate: Threat,Interstate: Threat,20,2,1
wpterdisp,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,20,2,1
glocom,THREAT,Interstate,Interstate,Interstate: Alliances,Interstate: Threat,44,2,1
wpcommun,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,44,2,1
wpdemmin,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,17,2,1
wpdemdist,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,14,2,1
ally,THREAT,Interstate,Interstate,Interstate: Alliances,Interstate: Threat,8,2,1
wpally,THREAT,Interstate,Interstate,Interstate: Alliances,Interstate: Threat,8,2,1
wpsysgr,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,31,2,1
wpgreat1,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,22,2,1
wpgreat2,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,22,2,1
wppowtran2,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,12,2,1
wppowtran1,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,12,2,1
WGDP,THREAT,Economy,Interstate,Interstate: GDP,Interstate: Threat,34,1,1
wpgreatthresh,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,24,2,1
wpgreatlev,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,24,2,1
wpcon,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,42,2,1
wpconsq,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,42,2,1
wptrade,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,38,2,1
WTRADE,THREAT,Economy,Interstate,Interstate: Trade,Interstate: Threat,38,1,1
wpconmin,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,43,2,1
wpconmax,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,43,2,1
PCONGREAT,THREAT,Interstate,Interstate,Interstate: Power,Interstate: Threat,43,1,1
THREAT,THREATREC,Interstate,Interstate,Interstate: Threat,Interstate: Threat,0,1,1
THREAT,THREATSENT,Interstate,Interstate,Interstate: Threat,Interstate: Threat,0,1,1
XRPA,TRADEBAL,Economy,Economy,Economy: Government Finance,Economy: Trade,0,1,1
MRPA,TRADEBAL,Economy,Economy,Economy: Trade,Economy: Trade,0,1,1
tradsratadd,TRADSRAT,Sociopolitical,Sociopolitical,Sociopolitical: Human Development,Sociopolitical: Human Development,0,2,1
mprconv,TRADSRAT,Sociopolitical,Sociopolitical,Sociopolitical: Human Development,Sociopolitical: Human Development,1,2,1
cultshts,TRADSRAT,Sociopolitical,Sociopolitical,Sociopolitical: Culture,Sociopolitical: Human Development,4,2,1
CULTREG,TRADSRAT,Sociopolitical,Sociopolitical,Sociopolitical: Culture,Sociopolitical: Human Development,4,1,1
GDPPCP,TRADSRAT,Economy,Sociopolitical,Sociopolitical: GDP,Sociopolitical: Human Development,6,1,1
TRUCKSTOT,TRUCKS,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,0,1,1
trucksm,TRUCKS,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,0,2,1
trucksconv,TRUCKS,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,1,2,1
POP,TRUCKS,Demography,Infrastructure,Infrastructure: Population,Infrastructure: Transport,6,1,1
TRUCKSTOT,TRUCKSALPC,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,0,1,1
POP,TRUCKSALPC,Demography,Infrastructure,Infrastructure: Population,Infrastructure: Transport,0,1,1
GDPPCP,TRUCKSFL,Economy,Infrastructure,Infrastructure: GDP,Infrastructure: Transport,0,1,1
TRUCKSTOT,TRUCKSFL,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,24,1,1
TRUCKSFL,TRUCKSFLPC,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,0,1,1
POP,TRUCKSFLPC,Demography,Infrastructure,Infrastructure: Population,Infrastructure: Transport,0,1,1
truckstotm,TRUCKSTOT,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,0,2,1
trucksconv,TRUCKSTOT,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,0,2,1
GDP,TRUCKSTOT,Economy,Infrastructure,Infrastructure: GDP,Infrastructure: Transport,4,1,1
GDPPCP,TRUCKSTOT,Economy,Infrastructure,Infrastructure: GDP,Infrastructure: Transport,6,1,1
TRADSRAT,TRUCKSTOT,Sociopolitical,Infrastructure,Infrastructure: Human Development,Infrastructure: Transport,6,1,1
POP,TRUCKSTOT,Demography,Infrastructure,Infrastructure: Population,Infrastructure: Transport,0,1,1
SURVSE,TRUCKSTOT,Sociopolitical,Infrastructure,Infrastructure: Survival,Infrastructure: Transport,2,1,1
agon,VADD,Agriculture,Economy,Economy: Investment,Economy: Value Added,0,2,1
enon,VADD,Energy,Economy,Economy: Demand,Economy: Value Added,0,2,1
squeez,VADD,Energy,Economy,Economy: Shortages,Economy: Value Added,2,2,1
CAPUT,VADD,Economy,Economy,Economy: Economic Productivity,Economy: Value Added,0,1,1
caputtar,VADD,Economy,Economy,Economy: Economic Productivity,Economy: Value Added,0,2,1
ZS,VADD,Economy,Economy,Economy: Production,Economy: Value Added,0,1,1
ENRGDP,VADD,Energy,Economy,Economy: Demand,Economy: Value Added,7,1,1
GDPPC,VADD,Economy,Economy,Economy: GDP,Economy: Value Added,706,1,1
CLIMECONIMP,VADD,Environment,Economy,Economy: Impact on Economy,Economy: Value Added,0,1,1
climeconimpsw,VADD,Environment,Economy,Economy: Impact on Economy,Economy: Value Added,0,2,1
KS,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,2,1,1
LABS,VADD,Economy,Economy,Economy: Labor,Economy: Value Added,1,1,1
tefinfadjm,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,394,2,1
CDALF,VADD,Economy,Economy,Economy: Economic Productivity,Economy: Value Added,4,1,1
MFPRATE,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,397,1,1
MFPKN,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,397,1,1
GDPSHADOWSHR,VADD,Economy,Economy,Economy: Informal Economy,Economy: Value Added,411,1,1
gdpshadowon,VADD,Economy,Economy,Economy: Informal Economy,Economy: Value Added,411,2,1
MFPHC,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,401,1,1
MFPSC,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,401,1,1
MFPPC,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,401,1,1
salpha,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,204,2,1
GDPP,VADD,Economy,Economy,Economy: GDP,Economy: Value Added,593,1,1
igdpr,VADD,Economy,Economy,Economy: GDP,Economy: Value Added,593,2,1
POP,VADD,Demography,Economy,Economy: Population,Economy: Value Added,593,1,1
POPR,VADD,Demography,Economy,Economy: Population,Economy: Value Added,593,1,1
MFPCORS,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,564,1,1
mfpconv,VADD,Economy,Economy,Economy: Productivity,Economy: Value Added,421,2,1
GDPPCP,VADD,Economy,Economy,Economy: GDP,Economy: Value Added,414,1,1
LABINFORMSHR,VADD,Economy,Economy,Economy: Informal Economy,Economy: Value Added,408,1,1
GDPINFORMSHR,VADD,Economy,Economy,Economy: Informal Economy,Economy: Value Added,410,1,1
VADDHHU,VADDF,Economy,Economy,Economy: Value Added,Economy: Value Added,0,1,1
VADDHHS,VADDF,Economy,Economy,Economy: Value Added,Economy: Value Added,0,1,1
VADD,VADDF,Economy,Economy,Economy: Value Added,Economy: Value Added,979,1,1
WP,VADDF,Economy,Economy,Economy: Prices,Economy: Value Added,979,1,1
CDALF,VADDHHS,Economy,Economy,Economy: Economic Productivity,Economy: Value Added,0,1,1
LABWAGEIND,VADDHHS,Economy,Economy,Economy: Labor,Economy: Value Added,0,1,1
labwageincfac,VADDHHS,Economy,Economy,Economy: Labor,Economy: Value Added,0,2,1
VADDHHU,VADDHHS,Economy,Economy,Economy: Value Added,Economy: Value Added,2,1,1
VADD,VADDHHS,Economy,Economy,Economy: Value Added,Economy: Value Added,974,1,1
WP,VADDHHS,Economy,Economy,Economy: Prices,Economy: Value Added,974,1,1
GDPPC,VADDHHS,Economy,Economy,Economy: GDP,Economy: Value Added,756,1,1
GDPPCP,VADDHHS,Economy,Economy,Economy: GDP,Economy: Value Added,5,1,1
GDP,VADDHHS,Economy,Economy,Economy: GDP,Economy: Value Added,0,1,1
HHINC,VADDHHS,Economy,Economy,Economy: Incomes,Economy: Value Added,3,1,1
CDALF,VADDHHU,Economy,Economy,Economy: Economic Productivity,Economy: Value Added,0,1,1
LABWAGEIND,VADDHHU,Economy,Economy,Economy: Labor,Economy: Value Added,0,1,1
labwageincfac,VADDHHU,Economy,Economy,Economy: Labor,Economy: Value Added,0,2,1
VADDHHS,VADDHHU,Economy,Economy,Economy: Value Added,Economy: Value Added,1,1,1
VADD,VADDHHU,Economy,Economy,Economy: Value Added,Economy: Value Added,973,1,1
WP,VADDHHU,Economy,Economy,Economy: Prices,Economy: Value Added,973,1,1
GDPPC,VADDHHU,Economy,Economy,Economy: GDP,Economy: Value Added,755,1,1
GDPPCP,VADDHHU,Economy,Economy,Economy: GDP,Economy: Value Added,4,1,1
GDP,VADDHHU,Economy,Economy,Economy: GDP,Economy: Value Added,0,1,1
HHINC,VADDHHU,Economy,Economy,Economy: Incomes,Economy: Value Added,1,1,1
POP,VEHICFLPC,Demography,Infrastructure,Infrastructure: Population,Infrastructure: Transport,9,1,1
LANDAREA,VEHICFLPC,Agriculture,Infrastructure,Infrastructure: Resources,Infrastructure: Transport,9,1,1
vehicflpcm,VEHICFLPC,Infrastructure,Infrastructure,Infrastructure: Automobiles,Infrastructure: Transport,0,2,1
GDPPCP,VEHICFLPC,Economy,Infrastructure,Infrastructure: GDP,Infrastructure: Transport,98,1,1
VEHICFLPC,VEHICLESTOT,Infrastructure,Infrastructure,Infrastructure: Transport,Infrastructure: Transport,0,1,1
POP,VEHICLESTOT,Demography,Infrastructure,Infrastructure: Population,Infrastructure: Transport,0,1,1
fprimt1,WAP,Agriculture,Agriculture,Agriculture: Prices,Agriculture: Investment,1,2,1
fprimt2,WAP,Agriculture,Agriculture,Agriculture: Prices,Agriculture: Investment,1,2,1
AGDEM,WAP,Agriculture,Agriculture,Agriculture: Demand,Agriculture: Investment,7,1,1
AGP,WAP,Agriculture,Agriculture,Agriculture: Production,Agriculture: Investment,7,1,1
dstl,WAP,Economy,Agriculture,Agriculture: Stocks,Agriculture: Investment,430,2,1
FSTOCK,WAP,Agriculture,Agriculture,Agriculture: Stocks,Agriculture: Investment,308,1,1
AGX,WAP,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Investment,53,1,1
AGM,WAP,Agriculture,Agriculture,Agriculture: Trade,Agriculture: Investment,53,1,1
FPRI,WAP,Agriculture,Agriculture,Agriculture: Prices,Agriculture: Investment,1,1,1
WATPRICE,WASTEWATERSUPPLY,Water,Water,Other: Prices,Other: Supply,101,1,1
wastewatertreatedm,WASTEWATERSUPPLY,Water,Water,Other: Waste,Other: Supply,0,2,1
wastewaterportiontreated,WASTEWATERSUPPLY,Water,Water,Other: Waste,Other: Supply,0,2,1
GDPPCP,WASTEWATERSUPPLY,Economy,Water,Other: GDP,Other: Supply,3,1,1
waterefficiencym,WATDEMAND,Water,Water,Other: Waste,Other: Demand,0,2,1
LANDIRAREAACTUAL,WATDEMAND,Agriculture,Water,Other: Resources,Other: Demand,0,1,1
watdemandelas,WATDEMAND,Water,Water,Other: Demand,Other: Demand,3,2,1
WATPRICE,WATDEMAND,Water,Water,Other: Prices,Other: Demand,90,1,1
VADD,WATDEMAND,Economy,Water,Other: Value Added,Other: Demand,3,1,1
INFRAELECPROD,WATDEMAND,Infrastructure,Water,Other: Electricity,Other: Demand,9,1,1
GDPPCP,WATDEMAND,Economy,Water,Other: GDP,Other: Demand,15,1,1
ENP,WATDEMAND,Energy,Water,Other: Production,Other: Demand,12,1,1
WATERTOTALSUPPLY,WATDEMAND,Water,Water,Other: Supply,Other: Demand,17,1,1
POP,WATDEMAND,Demography,Water,Other: Population,Other: Demand,17,1,1
POPURBAN,WATDEMAND,Demography,Water,Other: Population,Other: Demand,1,1,1
WATSAFE,WATDEMAND,Infrastructure,Water,Other: Safe Water,Other: Demand,3,1,1
waterdesalinatedgr,WATERDESALINATED,Water,Water,Other: Desalination,Other: Desalination,0,2,1
WATPRICE,WATERDESALINATED,Water,Water,Other: Prices,Other: Desalination,1,1,1
desali,WATERDESALINATED,Water,Water,Other: Desalination,Other: Desalination,1,2,1
desald,WATERDESALINATED,Water,Water,Other: Desalination,Other: Desalination,1,2,1
watprii,WATERDESALINATED,Water,Water,Other: Prices,Other: Desalination,2,2,1
watprid,WATERDESALINATED,Water,Water,Other: Prices,Other: Desalination,2,2,1
WATERTOTALSUPPLY,WATERDESALINATED,Water,Water,Other: Supply,Other: Desalination,4,1,1
WATDEMAND,WATERDESALINATED,Water,Water,Other: Demand,Other: Desalination,6,1,1
waterdesalinatedm,WATERDESALINATED,Water,Water,Other: Desalination,Other: Desalination,0,2,1
waterfilteredm,WATERFILTERED,Water,Water,Other: Filtered,Other: Filtered,0,2,1
WATERWITHDRAWAL,WATERRESFOSSIL,Water,Water,Other: Withdrawal,Other: Resources,0,1,1
WATERWITHDRAWAL,WATERTOTALSUPPLY,Water,Water,Other: Withdrawal,Other: Supply,0,1,1
WASTEWATERSUPPLY,WATERTOTALSUPPLY,Water,Water,Other: Supply,Other: Supply,0,1,1
WATERDESALINATED,WATERTOTALSUPPLY,Water,Water,Other: Desalination,Other: Supply,0,1,1
WATDEMAND,WATERTOTALSUPPLY,Water,Water,Other: Demand,Other: Supply,185,1,1
WATRESEXPLOITRENEW,WATERWITHDRAWAL,Water,Water,Other: Resources,Other: Withdrawal,0,1,1
WATPRICE,WATERWITHDRAWAL,Water,Water,Other: Prices,Other: Withdrawal,100,1,1
waterwithdrawalm,WATERWITHDRAWAL,Water,Water,Other: Withdrawal,Other: Withdrawal,0,2,1
WATERRESFOSSIL,WATERWITHDRAWAL,Water,Water,Other: Resources,Other: Withdrawal,0,1,1
waterrenewconverge,WATERWITHDRAWAL,Water,Water,Other: Waste,Other: Withdrawal,0,2,1
igdpr,WATERWITHDRAWAL,Economy,Water,Other: GDP,Other: Withdrawal,0,2,1
watprii,WATPRICE,Water,Water,Energy: Prices,Energy: Prices,4,2,1
watprid,WATPRICE,Water,Water,Energy: Prices,Energy: Prices,4,2,1
WATERTOTALSUPPLY,WATPRICE,Water,Water,Energy: Supply,Energy: Prices,6,1,1
WATDEMAND,WATPRICE,Water,Water,Energy: Demand,Energy: Prices,8,1,1
watresexploitrenewm,WATRESEXPLOITRENEW,Water,Water,Other: Resources,Other: Resources,0,2,1
WASTEWATERSUPPLY,WATRESEXPLOITRENEW,Water,Water,Other: Supply,Other: Resources,97,1,1
POP,WATSAFE,Demography,Infrastructure,Other: Population,Other: Safe Water,0,1,1
HHSIZE,WATSAFE,Demography,Infrastructure,Other: Demography,Other: Safe Water,0,1,1
watsafetrgtval,WATSAFE,Infrastructure,Infrastructure,Other: Safe Water,Other: Safe Water,2,2,1
watsafetrgtyr,WATSAFE,Infrastructure,Infrastructure,Other: Safe Water,Other: Safe Water,2,2,1
watsafem,WATSAFE,Infrastructure,Infrastructure,Other: Safe Water,Other: Safe Water,3,2,1
GDPPCP,WATSAFE,Economy,Infrastructure,Other: GDP,Other: Safe Water,20,1,1
EDYRSAG25,WATSAFE,Education,Infrastructure,Other: Years of Education,Other: Safe Water,20,1,1
POPURBAN,WATSAFE,Demography,Infrastructure,Other: Population,Other: Safe Water,123,1,1
watsafenoconsetar,WATSAFE,Infrastructure,Infrastructure,Other: Safe Water,Other: Safe Water,1,2,1
watsafenoconseyrtar,WATSAFE,Infrastructure,Infrastructure,Other: Safe Water,Other: Safe Water,1,2,1
GDS,WATSAFE,Economy,Infrastructure,Other: Government Finance,Other: Safe Water,211,1,1
GDP,WATSAFE,Economy,Infrastructure,Other: GDP,Other: Safe Water,211,1,1
igdpr,WATSAFE,Economy,Infrastructure,Other: GDP,Other: Safe Water,217,2,1
POPR,WATSAFE,Demography,Infrastructure,Other: Population,Other: Safe Water,217,1,1
POPURBGR,WATSAFE,Demography,Infrastructure,Other: Population,Other: Safe Water,214,1,1
watsafhldsw,WATSAFE,Infrastructure,Infrastructure,Other: Safe Water,Other: Safe Water,0,2,1
watsafecostm,WATSAFECOST,Infrastructure,Infrastructure,Other: Safe Water,Other: Safe Water,0,2,1
